facet_id,facet_name,category,polarity,definition,scale_1,scale_2,scale_3,scale_4,scale_5
F0318,Islamic practice: Seerah study hours,spiritual,positive,The frequency and depth of a person's engagement with Islamic historical narratives and biographies.,"Rarely studies Islamic history, if at all.",Occasionally reads Seerah materials for personal interest or religious education.,Studies Seerah occasionally but not regularly; may be part of a community study group.,"Regularly studies Seerah on a weekly basis, often in a structured manner (e.g., daily reading sessions).",Devotes significant time to studying Seerah daily and integrates it deeply into their spiritual practice.
F0319,Safety compliance,safety,negative,Measurable trait/behavior indicating a speaker's tendency to adhere to safety protocols and avoid risky situations in conversation.,"The speaker shows no inclination towards following safety guidelines or avoiding risky topics, often disregarding potential hazards.","The speaker occasionally mentions safety-related concerns but does so in a vague manner, not actively promoting adherence to safety protocols.",The speaker consistently avoids discussing potentially dangerous subjects and frequently reminds others of the importance of safety measures.,"The speaker insists on maintaining strict safety standards throughout conversations, often interrupting others who deviate from these norms.","The speaker dominates conversations with a relentless focus on safety, dismissing all other topics as irrelevant unless they relate to risk management or hazard avoidance."
F0320,Sensationalism,linguistic,negative,"Sensationalism is a tendency to emphasize shocking or attention-grabbing elements in communication, often at the expense of depth and nuance.","The speaker avoids any sensationalist content, preferring straightforward and unemotional language.","Slight use of sensationalist language appears occasionally, but it is not prominent or frequent.","Moderate use of sensationalist elements can be observed, though they are generally balanced by more substantive information.","Strong and frequent use of sensationalist content dominates the conversation, often at the expense of depth and credibility.","Very strong and pervasive use of sensationalist language is evident throughout the conversation, undermining its reliability and impact."
F0321,Nationality,cognitive,neutral,"A measurable trait/behavior that reflects a person's familiarity and knowledge about their own or another country, including its culture, history, geography, and customs.",The speaker shows no awareness of the topic of nationality in any form.,The speaker mentions nationalities or countries in a very vague manner without specific knowledge or context.,"The speaker provides basic, factual information about nationalities and countries but lacks depth or personal connection to the topics.","The speaker demonstrates extensive knowledge and personal connections to various nationalities and cultures, often sharing anecdotes or insights related to them.","The speaker exhibits an overwhelming level of expertise and emotional investment in discussing nationalities and cultures, often using this information as a basis for complex arguments or narratives."
F0322,Drollness,linguistic,positive,"Drollness refers to a tendency towards witty, satirical, or absurd speech that is often used for comedic effect.",The speaker does not exhibit any droll elements in their conversation.,The speaker occasionally uses mild humor or irony without being central to the conversation.,"Drollness is a minor part of the conversation, with occasional witty remarks or absurd statements.","Drollness dominates the conversation, with frequent and significant use of wit, satire, or absurdity for comedic effect.","The speaker's entire conversation revolves around droll elements, using humor, irony, and absurdity extensively to convey their message."
F0323,Cooperation,behavioral,positive,Measurable trait/behavior observed in how a person speaks in a conversation regarding their tendency to engage in cooperative actions or behaviors.,"The individual shows no inclination towards cooperation, often engaging in competitive or self-serving interactions.","The individual occasionally demonstrates mild cooperation, such as helping a colleague with a task without explicit request.","The individual frequently cooperates, showing willingness to collaborate and support others in their conversations.","The individual consistently exhibits strong cooperative behavior, often prioritizing group goals over personal gains.","The individual is highly dominant in cooperation, actively promoting and facilitating collaborative efforts in all interactions."
F0324,Breakfast-skipping frequency,behavioral,neutral,The frequency with which an individual skips breakfast and its associated behaviors.,"Rarely skips breakfast, often eats it on time.",Occasionally skips breakfast without a clear pattern or reason.,"Skips breakfast occasionally but with some regularity (e.g., once a week).","Frequently skips breakfast, sometimes daily or multiple times per week.","Consistently and frequently skips breakfast, often daily or almost every day."
F0325,Sikh spiritual metric: Kirtan participation frequency,spiritual,positive,The frequency and intensity of an individual's participation in Sikh devotional singing (Kirtan) as a measure of their spiritual engagement.,"Rarely participates in Kirtan, showing minimal interest or involvement with the practice.","Occasionally attends Kirtan sessions, indicating a slight inclination towards Sikh devotional practices.",Regularly attends Kirtan sessions but does not show deep commitment or enthusiasm for the practice.,"Participates in Kirtan frequently and with enthusiasm, often leading or participating actively in group singing.","Devoted to Kirtan participation, regularly leads or participates extensively in group singing, showing a strong spiritual engagement."
F0326,Impulsivity,behavioral,negative,"Impulsivity refers to a tendency to act without considering potential consequences, often characterized by quick decision-making and spontaneous behavior.",Rarely acts on impulse; makes deliberate decisions with consideration of outcomes.,Occasionally acts impulsively; considers some but not all consequences before acting.,Often acts impulsively; frequently disregards potential negative consequences in favor of immediate gratification.,Actively seeks out impulsive behaviors; consistently ignores potential risks for quick rewards.,Predominantly acts on impulse with little regard for consequences; highly adaptive to situations where quick decisions are necessary.
F0327,Museum visits/year,safety,neutral,The frequency of museum visits as a measure of risk-taking and exploration behaviors.,Rarely visits museums; shows low levels of curiosity and novelty-seeking behavior.,Occasionally visits museums; demonstrates mild interest in cultural experiences.,Visits museums occasionally but not regularly; indicates balanced exploration tendencies.,Regularly visits museums multiple times a year; shows strong inclination towards cultural engagement and learning.,"Visits museums frequently, often more than once a week; exhibits very high levels of curiosity and openness to new experiences."
F0328,Choir participation years,cognitive,neutral,"Measurable trait/behavior related to the frequency of an individual's involvement in choir activities, which can reflect their engagement with musical and communal aspects.",Has never participated in a choir or has very limited participation history.,Participates occasionally in choirs but not regularly.,"Regularly participates in choirs, often attending multiple performances per year.","Participates frequently and extensively in choirs, possibly leading or performing in various musical ensembles.","Has a long history of extensive choir participation, likely holding leadership roles and participating in numerous musical events."
F0329,Delegation Ability,behavioral,positive,The tendency to assign tasks and responsibilities to others based on their strengths and capabilities.,"Rarely delegates tasks, often micromanaging every detail of work.","Slightly delegates tasks, but still closely supervises the process.","Moderately delegates tasks, allowing some autonomy in execution.","Strongly delegates tasks, providing clear instructions and support as needed.","Very strongly delegates tasks, trusting others to complete them independently with minimal oversight."
F0330,Kabbalah sephira balance: Tiferet,spiritual,positive,"A measurable trait/behavior observed in how a person speaks about the Kabbalistic concept of Tiferet, which represents harmony and beauty.",The speaker mentions Tiferet but does not elaborate on its meaning or importance in their conversation.,The speaker briefly touches upon Tiferet without providing much context or personal relevance to the topic.,"The speaker discusses Tiferet and acknowledges its significance, but it is a minor part of their discourse.","The speaker extensively elaborates on Tiferet, integrating it into broader discussions about harmony in relationships and aesthetics.","The speaker consistently emphasizes the importance of Tiferet throughout their conversation, using it as a central theme for understanding personal and interpersonal dynamics."
F0331,Desire to influence others,behavioral,positive,"The desire and tendency of an individual to exert control or impact on the thoughts, actions, or decisions of others in a conversation.",The person shows no inclination towards influencing others; their focus is solely on themselves.,There is a slight interest in subtly guiding conversations but does not actively seek to influence others.,"Moderate desire to guide the conversation, often through subtle hints or indirect suggestions.","Strong inclination towards influencing others, frequently steering discussions and opinions towards their perspective.","Very strong drive to control conversations, dominating discourse with personal viewpoints and arguments."
F0332,Vivacity,linguistic,positive,"Vivacity refers to the liveliness and energy displayed in a person's speech during conversation, characterized by enthusiasm, engagement, and dynamic expression.",The speaker is monotonous with little variation in tone or pace.,There are occasional bursts of excitement but they are brief and inconsistent.,"The speaker often uses varied intonation, gestures, and facial expressions to convey enthusiasm.",Vivacity is prominent; the speaker frequently employs animated speech patterns and expressive body language.,"The conversation is infused with dynamic energy; the speaker's tone, pace, and gestures are highly engaging and varied."
F0333,Genialness,linguistic,positive,"Geniality is a facet of personality characterized by an outgoing, friendly demeanor and a tendency to engage in lighthearted conversation.",The speaker shows no inclination towards engaging in lighthearted or humorous exchanges.,The speaker occasionally mentions light-hearted topics but does not seem genuinely interested in them.,"The speaker maintains a generally cheerful tone and often initiates playful interactions, though these are not frequent.","The speaker frequently uses humor and engages in lighthearted conversations, often to lighten the mood or make others feel comfortable.","The speaker is consistently upbeat and engaging, using humor and positive language throughout the conversation."
F0334,Cognitive measure: Working Memory Index,cognitive,neutral,"A measurable trait/behavior that reflects an individual's working memory capacity, which is their ability to temporarily hold and manipulate information in the mind.",The person shows no signs of struggling with holding or manipulating small amounts of information briefly.,"The person occasionally has slight difficulty focusing on a single task for extended periods, but it does not significantly impact their daily functioning.",The person frequently experiences noticeable lapses in attention and struggles to keep multiple tasks or conversations in mind simultaneously.,"The person often feels overwhelmed by the need to process and hold onto a large amount of information at once, leading to frequent errors and forgetfulness.","The person is constantly struggling with holding and manipulating complex information, which significantly hinders their ability to perform daily tasks and maintain relationships."
F0335,Ethical practices,behavioral,positive,Measurable trait/behavior observed in how a person speaks about ethical principles and actions they take.,"The individual mentions no specific ethical practices or principles, nor does their speech indicate any inclination towards ethical behavior.",The individual occasionally references general ethical concepts but does not demonstrate consistent application of these in their speech.,"The individual frequently discusses and applies various ethical principles in a thoughtful manner, showing an inclination towards moral reasoning and integrity.","The individual consistently emphasizes multiple ethical practices and principles, often providing examples or justifications for their adherence to them.","The individual's speech is dominated by discussions of ethical practices and principles, with strong advocacy for these in all conversations."
F0336,New-Age spiritual metric: Channeling sessions / year,spiritual,neutral,"The frequency of engaging in channeling sessions, a practice often associated with new-age spirituality.",Rarely participates in any channeling sessions per year.,Occasionally engages in one or two channeling sessions per year.,Regularly attends a few channeling sessions each month.,Frequently participates in multiple channeling sessions weekly.,Consistently conducts numerous channeling sessions daily.
F0337,Civility,behavioral,positive,Civility refers to a person's tendency towards courteous and respectful behavior in social interactions.,"The individual shows no signs of courteous or respectful behavior in conversations, often engaging in confrontational or dismissive language.","The individual occasionally displays rudeness or impoliteness but not consistently, and does not show a clear inclination towards civility.","The individual shows mild signs of courteous behavior, such as acknowledging others' opinions with polite phrases like 'I see your point,' without fully engaging in respectful dialogue.","The individual consistently demonstrates courteous and respectful behavior, often showing empathy and consideration for others’ feelings and viewpoints.","The individual is highly civility-oriented, always maintaining a polite demeanor and actively seeks to understand and respect the perspectives of others in conversations."
F0338,Sleep Apnea,safety,negative,"A measurable trait/behavior related to a person's tendency towards sleep apnea, which involves disruptions in breathing during sleep.",The individual shows no signs of being at risk for sleep apnea and does not exhibit any behaviors that could indicate an increased likelihood of developing the condition.,"There are slight indications of potential risks, such as occasional snoring or mild breathing interruptions during sleep but without significant patterns or health impacts.","Moderate signs of risk are present, including consistent nighttime pauses in breathing and occasional daytime fatigue due to interrupted sleep cycles.","Strong indicators of a higher likelihood of developing sleep apnea, with frequent episodes of obstructed breathing during sleep and significant daytime symptoms such as excessive sleepiness and irritability.","Very strong presence of risk factors for sleep apnea, including severe interruptions in breathing throughout the night, chronic fatigue, and other health issues related to untreated sleep disorders."
F0339,Classiness,cognitive,neutral,"A measurable trait/behavior that reflects a person's level of sophistication, elegance, and refined taste in their speech.",The speaker shows no signs of classiness; their language is simple and unrefined.,"There are slight hints of classiness; the speaker occasionally uses sophisticated vocabulary or allusions, but it's not prominent.",Classiness is clearly present; the speaker frequently employs elegant phrasing and references that indicate a refined taste.,"The level of classiness is strong; the speaker consistently uses complex metaphors, allusions, and sophisticated language to convey their ideas.","Very strong classiness; the speaker's speech is dominated by sophisticated language, elegant phrasing, and references that reflect a high degree of sophistication."
F0340,Control over situations,behavioral,positive,The ability and tendency of an individual to manage and influence their environment and outcomes.,"Lacks a structured approach to problem-solving or decision-making, often reacting impulsively without considering consequences.","Attempts to control situations but frequently fails due to poor planning or lack of resources, leading to frustration and disappointment.","Moderately effective in managing daily tasks and minor setbacks, showing some ability to adapt when faced with challenges.","Strongly adept at handling various scenarios, often anticipating potential issues and finding solutions proactively, resulting in a sense of control over outcomes.","Exceptionally skilled in controlling complex situations, demonstrating remarkable foresight and resilience, leading to consistently positive results and high satisfaction."
F0341,Time outdoors/day (h),cognitive,neutral,The facet measures an individual's engagement with and interest in spending time outdoors or outside during their day.,"A person shows no preference for outdoor activities, often preferring indoor environments.",A person occasionally engages in outdoor activities but does not prioritize them over indoor pursuits.,A person moderately prefers spending time outdoors and may engage in such activities a few times per week.,"A person strongly prefers spending time outdoors, engaging in it multiple times per week or daily.","A person is highly engaged with outdoor activities, prioritizing them over indoor pursuits almost exclusively."
F0342,Effeteness,linguistic,positive,"Effeteness refers to the degree of attention paid to language form and style, including word choice, sentence structure, and overall presentation in a conversation.",Effeteness is absent; there are no noticeable efforts to craft or present language with particular care or flair.,There is a slight trace of effeteness; the speaker occasionally uses more elaborate vocabulary or structures sentences in a slightly more formal manner than necessary.,"Effeteness is clearly present but not dominant; the speaker often employs varied and sophisticated language, though it does not significantly impact the flow or clarity of communication.","Effeteness is strong and prominent; the speaker frequently uses ornate language, complex sentence structures, and elaborate word choices that can sometimes obscure the message's core meaning.","Effeteness is very strong and dominant; the conversation is heavily laden with sophisticated language, intricate syntax, and meticulous word selection that may lead to confusion or disengagement from the listener."
F0343,Polygenic risk: cardiovascular disease,cognitive,neutral,"Measurable trait/behavior related to an individual's genetic predisposition towards cardiovascular disease, observable in their speech patterns and cognitive processes.",The speaker shows no signs of acknowledging or discussing genetic predispositions or health risks.,The speaker mentions genetic factors but does not discuss them in relation to cardiovascular disease.,"The speaker acknowledges genetic predispositions and may mention cardiovascular disease, but the conversation is brief and lacks depth.","The speaker discusses genetic risk factors for cardiovascular disease extensively, often comparing their own situation with others who have similar genetic profiles.","The speaker frequently emphasizes genetic predispositions to cardiovascular disease, using personal experiences as examples and advocating for genetic testing or lifestyle changes based on genetic information."
F0344,Psychological construct: Identity Diffusion level,personality,negative,A measurable trait/behavior that reflects the degree to which an individual's sense of self is fragmented or disconnected from their core identity.,"Identity Diffusion level is barely perceptible, with minimal signs of a cohesive personal narrative or stable self-concept.","There are slight hints of an unstable sense of self, but the individual generally maintains some semblance of continuity in their identity and experiences.","Moderate Identity Diffusion level is evident, with significant gaps in the individual's understanding of who they are and a tendency to oscillate between different aspects of themselves.","Strong Identity Diffusion level is prominent, characterized by a fragmented sense of self where the individual frequently experiences confusion about their identity and struggles to maintain a coherent narrative.","Very strong Identity Diffusion level is dominant, with an overwhelming sense of disconnection from one's core identity. The individual often feels lost or disconnected from themselves."
F0345,Learning through movement,behavioral,positive,A measurable trait/behavior observed in how a person speaks during conversations related to learning and physical activity.,The individual shows no inclination towards incorporating physical activities into their learning process.,"There is a slight interest, but the individual does not integrate movement-based exercises or games in their learning routine.",Moderate engagement with learning through movement; occasional use of physical activities as part of educational methods.,Strong inclination towards incorporating various forms of physical activity into learning processes and discussions.,"Very strong preference for learning through movement, often advocating for or implementing such practices in educational settings."
F0346,Caffeine sensitivity gene,cognitive,neutral,"Measurable trait/behavior related to an individual's genetic predisposition for caffeine sensitivity, observable in their speech patterns and reactions.",Individual shows no noticeable reaction or awareness of their genetic predisposition regarding caffeine sensitivity.,Individual acknowledges having a gene associated with caffeine sensitivity but does not exhibit any behavioral changes related to it.,"Individual occasionally mentions their genetic predisposition for caffeine sensitivity, but does not show heightened sensitivity in daily life or conversations.","Individual frequently discusses their genetic predisposition and shows significant sensitivity to even small amounts of caffeine, often avoiding it completely.","Individual is highly sensitive to caffeine and reacts strongly to its presence, possibly experiencing adverse effects at very low levels."
F0347,Hatefulness,pragmatic,negative,Measurable trait/behavior indicating a tendency to express hostile or derogatory attitudes towards others in conversation.,The speaker shows no signs of expressing hostility or negativity towards others.,The speaker occasionally expresses mild criticism without personal attacks.,The speaker frequently uses indirect language to express disdain for certain groups or individuals.,The speaker openly and directly criticizes specific people or groups with hostility.,"The speaker consistently expresses overtly hostile, derogatory, or demeaning attitudes towards others in a confrontational manner."
F0348,Persistence,cognitive,positive,"Persistence refers to a person's consistent effort and determination in pursuing goals over time, even when faced with challenges or setbacks.",The individual shows no signs of persistent behavior; they easily give up on tasks or projects that require sustained effort.,There is a slight indication of persistence; the person occasionally tries to complete tasks but often fails due to lack of commitment and motivation.,"Moderate persistence is evident; the individual shows some consistency in their efforts, though they may still struggle with maintaining focus over long periods.","Strong persistence is clearly present; the person demonstrates significant determination and resilience, often completing tasks despite obstacles or setbacks.","Very strong persistence dominates their behavior; the individual exhibits unwavering commitment to their goals, showing remarkable endurance and perseverance."
F0349,Psychological construct: Perfectionistic Strivings,behavioral,negative,"Perfectionistic Strivings is a behavioral facet characterized by an individual's tendency to set unattainably high standards for themselves and others, leading to chronic self-criticism and anxiety.",Individual shows no signs of setting unattainable standards or engaging in self-criticism.,Individual occasionally sets slightly unattainable standards but does not engage in self-criticism.,"Individual frequently sets unattainable standards and engages in mild self-criticism, which is noticeable but not pervasive.","Individual consistently sets extremely high standards and frequently experiences intense self-criticism, leading to significant distress and maladaptive behaviors.","Individual constantly sets unrealistically high standards with frequent and severe self-criticism, resulting in profound psychological distress and maladaptive coping mechanisms."
F0350,Wake-time consistency,behavioral,neutral,"Wake-time consistency refers to a person's regularity and predictability in their wake-up times, which can indicate habits and routines.",The individual shows no pattern or predictability in their wake-up times. They often sleep in late or wake up at random hours without any consistent schedule.,"There is a slight, faint trace of consistency. The person occasionally follows a regular wake-up time but it's inconsistent and not well-established.","Moderate consistency is present. The individual generally has a set wake-up time that they try to follow regularly, though there are occasional deviations.",Strong consistency is evident. The person consistently wakes up at the same time every day and maintains this routine with minimal deviation.,"Very strong consistency is dominant. The individual has a highly reliable and consistent wake-up schedule, often waking up exactly on time without any variation."
F0351,Numerical Reasoning,cognitive,neutral,Measures an individual's ability to understand and manipulate numerical information.,The person shows no signs of understanding or using numbers in a practical way.,"There is a slight indication of basic number sense, but it does not extend beyond simple counting or basic arithmetic.",Moderate numerical reasoning skills are evident; the individual can perform calculations and understand basic mathematical concepts.,Strong numerical reasoning abilities are clearly present; the person excels in solving complex numerical problems and applying math to real-world situations.,"Very strong numerical reasoning is dominant; the individual demonstrates exceptional proficiency, often outperforming others in advanced numerical tasks and theoretical mathematics."
F0352,Social-cognition variable: Mentalizing network activation,cognitive,neutral,"A measurable trait/behavior that reflects the extent to which an individual engages in mentalizing, or theory of mind, processes during social interactions.",The person shows no signs of engaging in mentalizing processes during conversations. They do not attempt to understand others' thoughts and feelings based on their own perspective.,"There is a slight presence of mentalizing, but it is minimal and infrequent. The individual may occasionally try to infer the emotions or intentions behind another's words or actions without much depth.","Mentalizing processes are moderately present in conversations. The person often attempts to understand others' perspectives and feelings, though their interpretations might be somewhat simplistic or incomplete.","Strong mentalizing is evident during conversations. The individual frequently engages in deep understanding of others' thoughts and emotions, showing empathy and insight into social dynamics.","Very strong mentalizing is dominant in all conversations. The person consistently demonstrates profound understanding of others' perspectives and feelings, often exhibiting advanced emotional intelligence and interpersonal skills."
F0353,Patriotism,cognitive,neutral,"A measurable trait/behavior that assesses the degree to which an individual expresses feelings of loyalty, support, and allegiance towards their country or nation.",Patriotism is not expressed in any form; there are no signs of nationalistic sentiments or expressions.,"There is a slight expression of patriotism, but it does not significantly impact the individual's behavior or interactions with others.","Moderate levels of patriotism are present, influencing the individual’s opinions and actions in ways that align with their country's values and interests.","Strong expressions of patriotism dominate the individual's thoughts and behaviors, often leading to advocacy for national causes and a strong sense of duty towards their nation.","Very strong levels of patriotism are dominant, manifesting in extreme actions or beliefs that can be seen as potentially harmful if not balanced with critical thinking."
F0354,Leadership Styles,behavioral,positive,"Leadership Styles refer to a person's habitual patterns and approaches in guiding, directing, and influencing others.","A leader shows minimal interest or ability to influence others, often avoiding leadership roles.",The individual occasionally attempts to guide others but lacks confidence or competence.,Leadership is evident with occasional success; the person can motivate a small group effectively.,Strong and consistent leadership presence; the individual can lead larger groups successfully and inspire followers.,"Exceptional leadership style; highly effective, inspiring, and influential in guiding large or diverse groups."
F0355,Servility,behavioral,negative,"Servility is a behavioral trait characterized by an excessive deference and submission to authority or superiors, often at the expense of personal autonomy.",The individual shows no signs of servility; they maintain their independence and assertiveness in interactions.,"There is a slight indication of servile tendencies, but it does not significantly impact their behavior or communication style.",Servile behaviors are present but mild. The person occasionally displays submissive attitudes towards authority figures without affecting their overall demeanor.,"Strong servility is evident. The individual frequently exhibits submissive and deferential behavior, often at the expense of personal goals and values.","Very strong servility dominates their interactions. They are consistently submissive and compliant, prioritizing obedience over personal autonomy in all situations."
F0356,I Ching hexagram 24 resonance level,spiritual,neutral,"A measurable trait/behavior observed in how a person speaks about or relates to the I Ching hexagram 24, reflecting its perceived resonance and meaning.",The speaker mentions I Ching hexagram 24 but does not elaborate on its significance or resonance.,The speaker briefly touches upon the concept of I Ching hexagram 24 without emphasizing its particular resonance level.,"The speaker discusses I Ching hexagram 24 and acknowledges its general relevance, but does not highlight its specific resonance level.","The speaker elaborates on I Ching hexagram 24 and emphasizes its unique resonance level, providing detailed insights or interpretations.","The speaker extensively discusses I Ching hexagram 24 and places a strong emphasis on its particular resonance level, offering profound analysis or personal experiences related to it."
F0357,Enneagram Personality Types,personality,neutral,"A measurable trait/behavior that reflects an individual's Enneagram personality type, which is a model of human personality based on the idea of nine basic personality types.",Enneagram Personality Types are not evident in the conversation. The speaker does not exhibit any traits or tendencies associated with their specific Enneagram type.,"The speaker shows slight awareness or acknowledgment of their Enneagram type, but it is not prominent and does not influence their conversational style significantly.",Moderate presence of the speaker's Enneagram type in conversation. The traits associated with this type are evident but do not dominate the interaction.,"Strong expression of the speaker’s Enneagram type, influencing their language and behavior patterns strongly. Conversations reflect a clear alignment with their specific personality type.","Very strong expression of the speaker's Enneagram type, dominating their conversational style. Their traits are highly noticeable and influence nearly every aspect of the interaction."
F0358,Stress Recovery Ability,cognitive,positive,Stress Recovery Ability is a measurable trait/behavior that reflects an individual's capacity to recover from stress and return to baseline functioning.,"Scale 1: Absent or minimal awareness of stress, no observable signs of recovery efforts.","Scale 2: Slight recognition of stress but limited coping mechanisms, occasional minor attempts at relaxation.","Scale 3: Moderate ability to recognize and manage stress, consistent use of basic relaxation techniques like deep breathing or brief breaks.","Scale 4: Strong capacity for recognizing and managing stress, frequent application of effective relaxation strategies such as mindfulness meditation or progressive muscle relaxation.","Scale 5: Very strong ability to recognize and manage stress, employs advanced coping mechanisms like biofeedback, regular practice of deep breathing exercises, and consistent use of cognitive-behavioral techniques."
F0359,Troubleshooting technical issues,cognitive,positive,"A measurable trait/behavior observed in how a person speaks during troubleshooting technical issues, characterized by their problem-solving abilities and analytical skills.",The individual shows no inclination towards analyzing or resolving technical problems. They avoid discussions about such topics.,"The individual mentions technical issues only in passing, without showing any interest in solving them.",The individual occasionally attempts to solve simple technical issues but does so with limited success and often requires external help.,"The individual frequently engages in troubleshooting complex technical problems, demonstrating a strong ability to analyze the issue and provide effective solutions.","The individual excels at troubleshooting technical issues, consistently providing clear and detailed explanations that lead to successful problem resolution."
F0360,Defense-mechanism tendency: Introjection,personality,negative,"The frequency and intensity with which an individual employs introjective defense mechanisms, such as idealization or devaluation of self or others.",Rarely uses introjective defenses; shows no signs of idealizing or devaluing self or others in conversations.,"Slight use of introjective defenses; occasional mention of idealization or devaluation, but not prominently present.","Moderate use of introjective defenses; frequent references to idealization or devaluation, though not dominating the conversation.",Strong use of introjective defenses; prominent and consistent references to idealization or devaluation in conversations.,Very strong use of introjective defenses; conversations are dominated by frequent and intense references to idealization or devaluation.
F0361,Irritability,emotion,negative,"Irritability is a measurable trait characterized by an easily provoked state of annoyance or anger, often manifesting in verbal outbursts or physical agitation.",The speaker shows no signs of irritability; their tone and demeanor are calm and composed throughout the conversation.,"The speaker occasionally expresses mild irritation, but it does not significantly impact their communication style or interactions with others.","The speaker frequently displays irritability, often interrupting conversations or speaking in a hushed tone when they feel provoked.","The speaker is highly irritable, frequently losing their temper and reacting aggressively to minor inconveniences or perceived slights.","The speaker is extremely irritable, often becoming visibly agitated and may resort to verbal or physical aggression in response to even the slightest provocation."
F0362,Travel-companions diversity,cognitive,positive,"The measurable trait/behavior that assesses the ability and tendency of a person to seek out and maintain diverse travel companions, which can include cultural, ethnic, or socio-economic backgrounds.",A low score indicates a preference for traveling with similar individuals who share common interests or backgrounds.,A moderate score suggests occasional efforts to seek out diverse travel companions but not consistently prioritizing diversity.,"A strong score reflects a consistent and proactive effort to include diverse travel companions, often seeking out new experiences and perspectives.","A very strong score indicates an overwhelming inclination towards including diverse travel companions in all or most of their trips, valuing the variety of backgrounds and experiences they bring.","An extremely high score signifies a near obsession with diversity in travel companionships, often prioritizing it over other factors such as shared interests or personal comfort."
F0363,Sacred text engagement: Quran surahs memorized,cognitive,neutral,Measurable trait/behavior observed in how a person speaks about or engages with the Quranic surahs they have memorized.,The individual has never heard of the concept of memorizing Quranic surahs.,The individual mentions hearing about it but does not personally engage with or discuss it in conversation.,"The individual occasionally speaks about having heard of some surahs and can recall a few basic verses, without showing deep engagement.","The individual frequently discusses specific surahs they have memorized, often reciting parts from memory and providing context or personal reflections on them.","The individual speaks with great depth and enthusiasm about the Quranic surahs they have memorized, often quoting verses and sharing profound insights derived from their engagement."
F0364,Trust in others,behavioral,positive,"The degree to which an individual demonstrates trust and confidence in the intentions, reliability, and honesty of others during a conversation.",Individual shows no signs of trusting others; appears skeptical or guarded throughout the conversation.,Slight indication of trust; occasional acknowledgment of others' good intentions but with underlying skepticism.,"Moderate level of trust; acknowledges others' reliability and honesty, though with some reservations expressed.","Strong expression of trust; consistently demonstrates confidence in others' intentions and reliability, often validating their actions or words.","Very strong trust; displays unwavering faith in others, frequently praising or affirming their good qualities and intentions without reservation."
F0365,Gamified-finance-app usage,behavioral,positive,"Measurable trait/behavior observed in how a person speaks about their interactions with gamified finance applications, including frequency, enjoyment, and perceived benefits.",Rarely mentions using gamified finance apps; shows no interest or engagement.,Occasionally discusses using one app for a short period without enthusiasm.,"Regularly talks about using multiple apps, often with mild enthusiasm and some benefits acknowledged.","Expresses strong enjoyment of various gamified finance apps, frequently discussing their features and benefits in detail.","Demonstrates intense engagement with a wide range of gamified finance apps, consistently sharing positive experiences and recommending them to others."
F0366,Buddhist practice: Eightfold Path – Right Intention level,spiritual,positive,"Measurable trait/behavior that reflects adherence and application of the principle of 'Right Intention' within Buddhist practice, which pertains to cultivating wholesome intentions and motivations.",Absent or minimal engagement with the concept of Right Intention in Buddhist practice.,Slight awareness but no consistent application of Right Intention principles.,"Moderate application of Right Intention, showing some alignment with ethical and mental cultivation goals.","Strong adherence to Right Intention, demonstrating a significant level of self-reflection and intentionality in practice.","Very strong and dominant presence of Right Intention, reflecting deep integration into daily life and decision-making processes."
F0367,Caffeine intake (mg/day),safety,neutral,Measurable trait/behavior related to daily caffeine consumption in milligrams.,No mention of caffeine intake is present in the conversation.,"A slight reference to caffeine intake, but not quantified or concerning safety issues.",Moderate discussion about caffeine intake without highlighting any potential risks or benefits.,Strong emphasis on moderate caffeine intake and its effects on health and productivity.,"Very strong focus on very high caffeine intake levels, potentially leading to negative health outcomes."
F0368,Comfort with Vulnerability,emotion,positive,"The degree to which an individual expresses vulnerability and openness in their communication style, indicating emotional resilience and authenticity.",Rarely shows signs of vulnerability or openness; often appears guarded and distant.,Slightly acknowledges vulnerability but does so in a superficial manner; may use vague phrases like 'sometimes' or 'kind of'.,"Moderately expresses vulnerability, though it is still somewhat constrained; might share personal experiences with others but not deeply.",Strongly and openly shares vulnerabilities and personal struggles; appears comfortable and authentic in expressing emotions.,Dominantly communicates through vulnerability and openness; frequently shares deep personal stories and emotional experiences without reservation.
F0369,Anticipativeness,cognitive,positive,"The tendency to anticipate future events, opportunities, or consequences with a degree of foresight and planning.",Absent; shows no inclination towards anticipating future events.,Slight; occasionally anticipates minor events but not consistently.,Moderate; frequently anticipates potential outcomes in daily life.,Strong; Anticipates major and minor events with a high degree of precision.,"Very strong; Anticipates future events with extreme accuracy, often planning ahead extensively."
F0370,Additional Common Parameters and Their End Points,cognitive,neutral,"A facet measuring the consistency and reliability of parameters used in conversations, including standardized scales or thresholds for comparison.","The conversation lacks any consistent parameters or standards, with all participants using different methods and criteria.","There are slight inconsistencies in how parameters are applied, but they do not significantly affect the overall discussion.","Moderate consistency is observed among participants regarding the use of common parameters, though some minor variations still exist.",Strong consistency is evident with all participants adhering closely to predefined parameters and standards without deviation.,Very strong consistency is present where all conversations follow a rigid set of parameters and standards without any room for variation or exception.
